"metabolite_number","metabolite_name","uloq_ng_ml","lloq_ng_ml","barcode","time","run","location","sample_id","sample_id2","value","timestamp","flowrate"
"59","Nordiazepam",20,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"61","Norfentanyl",5,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"62","Norhydrocodone",5,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"63","Normeperidine",20,0.5,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"65","Noroxycodone",5,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"66","O-Desmethyltramadol",10,0.5,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"67","Oxazepam",2.5,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"68","Oxycodone",20,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"70","Oxymorphone",20,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"71","PCP",20,0.5,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"73","Phentermine",5,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",2.19,"1536447600",2.52
"74","Propoxyphene",20,0.5,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"76","Pseudoephedrine",20,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",0.57,"1536447600",2.52
"78","Sufentanil",10,0.5,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"82","Tapentadol",20,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"83","Temazepam",20,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"79","THC",NA,NA,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"80","THCA",NA,NA,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"84","Tramadol",20,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",0.08,"1536447600",2.52
"85","Trazodone",20,0.5,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"86","Triazolam",20,0.5,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"87","Zolpidem",20,0.5,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"6","α-Hydroxyalprazolam",20,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"7","α-Hydroxytriazolam",20,0.05,"2414","11:00",1,"1","Prior UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"1","6-MAM",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"2","7-Aminoclonazepam",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"4","7-Aminoflunitrazepam",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"9","Alprazolam",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"10","Amphetamine",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",2.386,"1536447600",2.52
"12","Benzoylecgonine",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",0.126,"1536447600",2.52
"14","Buprenorphine",20,0.75,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"16","Carfentanil",10,0.75,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"17","Carisoprodol",10,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"19","Cocaine",20,0.15,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",0.159,"1536447600",2.52
"21","Codeine",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"23","Cyclobenzaprine",20,1.25,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"25","Desalkylflurazepam",2.5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"26","Diazepam",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"28","EDDP",10,0.75,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"29","Fentanyl",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"31","Flunitrazepam",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"33","Flurazepam",20,1.25,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"34","Hydrocodone",2.5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"35","Hydromorphone",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"40","Ketamine",10,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"41","Lorazepam",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"42","MDMA",10,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"43","Meperidine",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"45","Meprobamate",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"46","Methadone",20,2.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"48","Methamphetamine",20,0.15,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"50","Methylphenidate",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"51","Midazolam",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"53","Morphine",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"55","Naloxone",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"56","Naltrexone",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"57","Norbuprenorphine",10,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"58","Norcarfentanil",10,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"59","Nordiazepam",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"61","Norfentanyl",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"62","Norhydrocodone",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"63","Normeperidine",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"65","Noroxycodone",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"66","O-Desmethyltramadol",10,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"67","Oxazepam",2.5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"68","Oxycodone",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"70","Oxymorphone",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"71","PCP",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"73","Phentermine",5,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",2.995,"1536447600",2.52
"74","Propoxyphene",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"76","Pseudoephedrine",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",0.844,"1536447600",2.52
"78","Sufentanil",10,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"82","Tapentadol",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"83","Temazepam",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"79","THC",NA,NA,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"80","THCA",NA,NA,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"84","Tramadol",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"85","Trazodone",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"86","Triazolam",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"87","Zolpidem",20,0.5,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"6","α-Hydroxyalprazolam",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"7","α-Hydroxytriazolam",20,0.05,"2414","11:00",2,"1","UFWW 28","FB08SEP18 11:00 Loc#1",NA,"1536447600",2.52
"1","6-MAM",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"2","7-Aminoclonazepam",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"4","7-Aminoflunitrazepam",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"9","Alprazolam",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"10","Amphetamine",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"12","Benzoylecgonine",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",0.58,"1536447600",2.52
"14","Buprenorphine",20,0.75,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"16","Carfentanil",10,0.75,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"17","Carisoprodol",10,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"19","Cocaine",20,0.15,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",0.16,"1536447600",2.52
"21","Codeine",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",0.21,"1536447600",2.52
"23","Cyclobenzaprine",20,1.25,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"25","Desalkylflurazepam",2.5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"26","Diazepam",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"28","EDDP",10,0.75,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"29","Fentanyl",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"31","Flunitrazepam",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"33","Flurazepam",20,1.25,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"34","Hydrocodone",2.5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",0.11,"1536447600",2.52
"35","Hydromorphone",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"40","Ketamine",10,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"41","Lorazepam",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"42","MDMA",10,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"43","Meperidine",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"45","Meprobamate",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"46","Methadone",20,2.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"48","Methamphetamine",20,0.15,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"50","Methylphenidate",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"51","Midazolam",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"53","Morphine",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"55","Naloxone",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"56","Naltrexone",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"57","Norbuprenorphine",10,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"58","Norcarfentanil",10,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"59","Nordiazepam",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"61","Norfentanyl",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"62","Norhydrocodone",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",0.1,"1536447600",2.52
"63","Normeperidine",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"65","Noroxycodone",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",0.12,"1536447600",2.52
"66","O-Desmethyltramadol",10,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",0.56,"1536447600",2.52
"67","Oxazepam",2.5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"68","Oxycodone",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"70","Oxymorphone",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"71","PCP",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"73","Phentermine",5,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",1.53,"1536447600",2.52
"74","Propoxyphene",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"76","Pseudoephedrine",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",9.67,"1536447600",2.52
"78","Sufentanil",10,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"82","Tapentadol",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"83","Temazepam",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"79","THC",NA,NA,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"80","THCA",NA,NA,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"84","Tramadol",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",2.58,"1536447600",2.52
"85","Trazodone",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"86","Triazolam",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"87","Zolpidem",20,0.5,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"6","α-Hydroxyalprazolam",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"7","α-Hydroxytriazolam",20,0.05,"2397","11:00",1,"2","Prior UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"1","6-MAM",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"2","7-Aminoclonazepam",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"4","7-Aminoflunitrazepam",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"9","Alprazolam",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"10","Amphetamine",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",0.205,"1536447600",2.52
"12","Benzoylecgonine",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",0.578,"1536447600",2.52
"14","Buprenorphine",20,0.75,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"16","Carfentanil",10,0.75,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"17","Carisoprodol",10,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"19","Cocaine",20,0.15,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",0.191,"1536447600",2.52
"21","Codeine",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",0.202,"1536447600",2.52
"23","Cyclobenzaprine",20,1.25,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"25","Desalkylflurazepam",2.5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"26","Diazepam",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"28","EDDP",10,0.75,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"29","Fentanyl",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"31","Flunitrazepam",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"33","Flurazepam",20,1.25,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"34","Hydrocodone",2.5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",0.129,"1536447600",2.52
"35","Hydromorphone",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"40","Ketamine",10,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"41","Lorazepam",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"42","MDMA",10,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"43","Meperidine",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"45","Meprobamate",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"46","Methadone",20,2.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"48","Methamphetamine",20,0.15,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"50","Methylphenidate",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"51","Midazolam",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"53","Morphine",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"55","Naloxone",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"56","Naltrexone",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"57","Norbuprenorphine",10,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"58","Norcarfentanil",10,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"59","Nordiazepam",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"61","Norfentanyl",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"62","Norhydrocodone",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",0.068,"1536447600",2.52
"63","Normeperidine",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"65","Noroxycodone",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",0.151,"1536447600",2.52
"66","O-Desmethyltramadol",10,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"67","Oxazepam",2.5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"68","Oxycodone",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",0.114,"1536447600",2.52
"70","Oxymorphone",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"71","PCP",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"73","Phentermine",5,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",1.675,"1536447600",2.52
"74","Propoxyphene",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"76","Pseudoephedrine",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",10.216,"1536447600",2.52
"78","Sufentanil",10,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"82","Tapentadol",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"83","Temazepam",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"79","THC",NA,NA,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"80","THCA",NA,NA,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"84","Tramadol",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",2.912,"1536447600",2.52
"85","Trazodone",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"86","Triazolam",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"87","Zolpidem",20,0.5,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"6","α-Hydroxyalprazolam",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"7","α-Hydroxytriazolam",20,0.05,"2397","11:00",2,"2","UFWW 29","FB08SEP18 11:00 Loc#2",NA,"1536447600",2.52
"1","6-MAM",5,0.05,"2409","11:00",1,"3","Prior UFWW 30","FB08SEP18 11:00 Loc#3",NA,"1536447600",2.52
"2","7-Aminoclonazepam",5,0.05,"2409","11:00",1,"3","Prior UFWW 30","FB08SEP18 11:00 Loc#3",NA,"1536447600",2.52
"4","7-Aminoflunitrazepam",5,0.05,"2409","11:00",1,"3","Prior UFWW 30","FB08SEP18 11:00 Loc#3",NA,"1536447600",2.52
